,Code,name,latitude,longitude,density
374,6432,de Maisonneuve / Greene,45.48697062,-73.58929306,13
375,6433,Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753,9
376,6434,Victoria / de Maisonneuve,45.47742856483265,-73.60016942024231,3
377,6435,Victoria Hall,45.48129146961133,-73.6003303527832,4
378,6436,Argyle / Sherbrooke,45.48580087370364,-73.5957974300254,6
379,6501,Metro Jean-Drapeau (Chemin Macdonald),45.512800575819625,-73.5311159491539,2
380,6502,Casino de Montréal,45.5063732,-73.52457672,2
381,6503,Métro Parc  (Ogilvy / Hutchison),45.53035130173597,-73.6243924498558,11
382,6504,La Ronde,45.52156536710626,-73.53533238172531,1
383,6700,de la Salle / Ste-Catherine,45.54996328646854,-73.53443384170531,6
384,6701,Stanley / Sherbrooke,45.50104110864491,-73.57717752456664,2
385,6702,Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081,3
386,6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446099039,-73.55535507202148,9
387,6704,19e avenue / St-Zotique,45.561594,-73.585643,6
388,6705,5e avenue / Bannantyne,45.456365,-73.57614,6
389,6706,Beatty / de Verdun,45.450729976972944,-73.5725748538971,5
390,6707,Métro Jolicoeur (Drake / de Sève),45.45608545783109,-73.58193710446358,6
391,6709,Le Caron / Marc-Sauvalle ,45.461685,-73.584039,4
392,6710,Chambord / Fleury,45.55982811984724,-73.65832507610321,5
393,6711,Alexandra / Waverly,45.531938,-73.617842,22
394,6712,LaSalle / Crawford,45.43791380065227,-73.58274042606354,2
395,6713,29e avenue / St-Zotique,45.56776565172907,-73.57968807220459,4
396,6714,LaSalle / 90e avenue,45.417147421132526,-73.64422470331192,1
397,6715,Natatorium (LaSalle / Rolland),45.44454701497536,-73.57509076595306,2
398,6716,Francis / Fleury,45.56387237463668,-73.6555677652359,2
399,6717,de Kent / Victoria,45.49456403292622,-73.63870203495026,4
400,6718,Grand Boulevard / Sherbrooke,45.466569,-73.623295,6
401,6719,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219055,2
402,6720,Ontario / Viau,45.5594818,-73.535496,3
403,6721,Métro Cadillac (de Cadillac / Sherbrooke),45.5769632283486,-73.54683637619019,3
404,6722,du Quesne / Pierre-de-Coubertin,45.57498439946887,-73.53884875774384,3
405,6723,26e avenue / Beaubien,45.564944,-73.577639,6
406,6724,Léa-Roback / Sir-Georges-Etienne-Cartier,45.47166862589184,-73.582643866539,6
407,6725,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272,1
408,6726,Hamel / Sauvé,45.56076192837154,-73.6505614221096,2
409,6727,de la Sucrerie / Centre,45.48408128505464,-73.56091797351837,9
410,6728,d'Outremont / Ogilvy,45.52687028194893,-73.62672328948975,6
411,6729,St-André / Ste-Catherine,45.516426545782224,-73.5581123828888,37
412,6730,35e avenue / Beaubien,45.570081,-73.573047,3
413,6731,28e avenue / Rosemont,45.564353,-73.571244,5
414,6732,Fortune / Wellington,45.477923,-73.559038,7
415,6733,Villeray / de Normanville,45.547172039327485,-73.6185210943222,12
416,6734,Lajeunesse / Villeray,45.54211889,-73.6225471,21
417,6735,Villeray / St-Michel,45.56105928295798,-73.6039674282074,1
418,6736,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.55675103297278,-73.66716161370277,2
419,6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,7
420,6738,Union / René-Lévesque,45.50235036136798,-73.56658279895781,49
421,6739,Pierre-de-Coubertin / Langelier,45.580314546424674,-73.5353136062622,2
422,6741,Canning / Notre-Dame,45.48631864401023,-73.5702332854271,20
423,6742,St-Patrick / Briand,45.46339729163665,-73.59643578529356,2
424,6743,St-Marc / Sherbrooke,45.494514,-73.583368,20
425,6744,Hamilton / Jolicoeur,45.456355,-73.597557,2
426,6745,de l'Épée / Jean-Talon,45.52797966680089,-73.62388283014297,4
427,6746,Métro Acadie (de l'Acadie / Beaumont),45.52357479400008,-73.62344294786453,6
428,6747,Waverly / St-Zotique,45.53050525974957,-73.61470833420753,20
429,6748,Young / Wellington,45.49282530947313,-73.55797827243805,15
430,6749,St-Jacques / St-Laurent,45.50642115207643,-73.55646550655365,34
431,6750,de Mentana / Gilford,45.52872356043453,-73.58385890722275,31
432,6901,Gare d'autocars de Montréal (Berri / Ontario),45.51689676614314,-73.5639488697052,37
433,6902,Montcalm / Ontario,45.521081043206834,-73.56227517127991,35
434,6903,St-Dominique / Napoléon,45.51666442219882,-73.57722043991089,44
435,6904,Fabre / Beaubien,45.5420595590383,-73.59787344932556,22
436,6905,Parc Rosemont (Dandurand / d'Iberville),45.544377,-73.581018,25
437,6906,Métro Rosemont (de St-Vallier / Rosemont),45.5319548635849,-73.59816044569016,30
438,6907,Boyer / Rosemont,45.534136,-73.595478,32
439,6908,de Bellechasse / de St-Vallier,45.53341043363302,-73.60112428665161,28
440,6910,Boyer / Beaubien,45.537041,-73.602026,27
441,6912,Métro Beaubien (de Chateaubriand / Beaubien),45.5353599615622,-73.60363483428955,30
442,6913,Drolet / Beaubien,45.533348,-73.605834,29
443,6915,Alma / Beaubien,45.53243586450861,-73.60665500164032,30
444,6916,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564,14
445,6917,Basile-Routhier / Chabanel,45.54986843142164,-73.64765658974648,3
446,6918,Garnier / des Carrières,45.53755266430292,-73.58993947505951,16
447,6919,Bibliothèque de Rosemont (9e avenue / Rosemont),45.55201648333515,-73.58185529708862,16
448,6921,Augustin-Cantin / Shearer,45.48401829,-73.5634366,13
449,6923,Marquette / Jean-Talon,45.54740777921938,-73.60766887664795,20
450,6924,de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478027,18
451,6925,des Écores / Jean-Talon,45.55236372328009,-73.60286772251129,14
452,6926,Marie-Anne / St-Hubert,45.5246829812827,-73.5788968205452,46
453,6927,Édouard-Montpetit / de Stirling,45.50723,-73.615085,7
454,6928,Jean-Brillant / McKenna,45.49876714523858,-73.61886978149414,5
455,6929,St-André / St-Grégoire,45.53147464147482,-73.59242051839828,34
